,country,founded,id,industry,linkedin_url,locality,name,region,size,website
71199,australia,,amp-banking,financial services,linkedin.com/company/amp-banking,,amp bank limited,,5001-10000,
71245,australia,,nsw-dpi,research,linkedin.com/company/nsw-dpi,,nsw dpi,,501-1000,
71393,australia,,koerber-supply-chain-apac,logistics and supply chain,linkedin.com/company/koerber-supply-chain-apac,melbourne,körber supply chain apac,victoria,201-500,
71492,australia,,metalcorp-,retail,linkedin.com/company/metalcorp-,,metalcorp steel,,201-500,
72614,australia,1955.0,uq---school-of-psychology,higher education,linkedin.com/company/uq---school-of-psychology,brisbane,uq - school of psychology,queensland,201-500,
72674,australia,2012.0,servicensw,government administration,linkedin.com/company/servicensw,haymarket,service nsw,new south wales,1001-5000,
77056,australia,,wmc-resources,mining & metals,linkedin.com/company/wmc-resources,,wmc resources,,1001-5000,
77416,australia,1977.0,7-eleven-stores,retail,linkedin.com/company/7-eleven-stores,,7-eleven stores,,1001-5000,
78219,australia,2016.0,midcoast-council,government administration,linkedin.com/company/midcoast-council,forster,midcoast council,new south wales,501-1000,
79749,australia,2009.0,lutheran-education-early-childhood-and-school-aged-care-service-queensland,education management,linkedin.com/company/lutheran-education-early-childhood-and-school-aged-care-service-queensland,milton,queensland lutheran early childhood and school-aged care services,queensland,501-1000,
80300,australia,,acma,government administration,linkedin.com/company/acma,,acma,,501-1000,
80325,australia,2008.0,n-a-freelance_2,management consulting,linkedin.com/company/n-a-freelance_2,,n/a freelance,,5001-10000,
83372,australia,,nsw-health_931018,hospital & health care,linkedin.com/company/nsw-health_931018,,nsw health,,10001+,
83454,australia,1986.0,australianislamiccollege,religious institutions,linkedin.com/company/australianislamiccollege,kewdale,australian islamic college,western australia,201-500,
83652,australia,,gap-communications,telecommunications,linkedin.com/company/gap-communications,,gap communications,,201-500,
84614,australia,1998.0,nsw-fair-trading,government administration,linkedin.com/company/nsw-fair-trading,,nsw fair trading,,1001-5000,
85762,australia,2018.0,laser-clinics-newzealand,"health, wellness and fitness",linkedin.com/company/laser-clinics-newzealand,artarmon,laser clinics new zealand,new south wales,201-500,
86653,australia,,swiremli,mining & metals,linkedin.com/company/swiremli,port melbourne,swire mining.logistics.industrial,victoria,1001-5000,
87098,australia,,royal-pines-resort,hospitality,linkedin.com/company/royal-pines-resort,,royal pines resort,,201-500,
87208,australia,,hnsw,government administration,linkedin.com/company/hnsw,,hnsw,,201-500,
87454,australia,1990.0,emsbk,information technology and services,linkedin.com/company/emsbk,melbourne,ems brüel & kjær,victoria,201-500,
89733,australia,1995.0,m&c-saatchi-group-australia,marketing and advertising,linkedin.com/company/m&c-saatchi-group-australia,,m&c saatchi australia,,201-500,
89859,australia,1906.0,transport-workers-union---wa-branch,civic & social organization,linkedin.com/company/transport-workers-union---wa-branch,perth,transport workers union - wa branch,western australia,5001-10000,
90023,australia,2006.0,headspace_6,mental health care,linkedin.com/company/headspace_6,,headspace,,1001-5000,
90376,australia,2000.0,retail-zoo-boost-juice,retail,linkedin.com/company/retail-zoo-boost-juice,melbourne,retail zoo/boost juice,victoria,1001-5000,
93692,australia,2017.0,uniting-vic-tas,civic & social organization,linkedin.com/company/uniting-vic-tas,melbourne,uniting vic.tas,victoria,1001-5000,
97517,australia,1997.0,hcl-australia-services-pty-limited,information technology and services,linkedin.com/company/hcl-australia-services-pty-limited,sydney,hcl australia services pty limited,new south wales,10001+,
97668,australia,2006.0,aih-group,hospitality,linkedin.com/company/aih-group,,aih group,,201-500,
99362,new zealand,2001.0,auckland-bioengineering-institute,research,linkedin.com/company/auckland-bioengineering-institute,auckland,auckland bioengineering institute,auckland,201-500,
103170,australia,,gandel-retail-management,retail,linkedin.com/company/gandel-retail-management,,gandel retail management,,501-1000,
104604,australia,,trusecure,computer & network security,linkedin.com/company/trusecure,,trusecure,,201-500,
105014,australia,2009.0,plp-powerlines-plus,utilities,linkedin.com/company/plp-powerlines-plus,tahmoor,plp (powerlines plus),new south wales,201-500,
105870,australia,2006.0,ironfish,real estate,linkedin.com/company/ironfish,,ironfish,,201-500,
108511,australia,,comind,banking,linkedin.com/company/comind,,comind,,1001-5000,
111069,new zealand,2009.0,riviera-hardware-holdings-ltd,retail,linkedin.com/company/riviera-hardware-holdings-ltd,albany,riviera hardware holdings ltd,auckland,201-500,
111273,australia,,abbott-tout-lawyers,law practice,linkedin.com/company/abbott-tout-lawyers,,abbott tout lawyers,,201-500,
111349,australia,,anu-college-of-asia-and-the-pacific,higher education,linkedin.com/company/anu-college-of-asia-and-the-pacific,canberra,anu college of asia & the pacific,act,1001-5000,
116431,australia,1955.0,yusen-logistics-australia-,logistics and supply chain,linkedin.com/company/yusen-logistics-australia-,,yusen logistics (australia),,501-1000,
116620,australia,2011.0,nsw-health-pathology,hospital & health care,linkedin.com/company/nsw-health-pathology,,nsw health pathology,,5001-10000,
117471,australia,,fairfield-city-council,government administration,linkedin.com/company/fairfield-city-council,,fairfield city council,,501-1000,
118338,australia,,monash-medical-centre,medical practice,linkedin.com/company/monash-medical-centre,clayton,monash medical centre,victoria,201-500,
119858,australia,1987.0,amadeuspacific,information technology and services,linkedin.com/company/amadeuspacific,brisbane,amadeus it pacific,queensland,10001+,
122751,australia,,bartec-australia-pty-ltd,oil & energy,linkedin.com/company/bartec-australia-pty-ltd,,bartec australia pty ltd,,1001-5000,
122894,australia,2002.0,protiviti-australia,management consulting,linkedin.com/company/protiviti-australia,,protiviti australia,,1001-5000,
123665,australia,1977.0,civica-international,information technology and services,linkedin.com/company/civica-international,mascot,civica international,new south wales,1001-5000,
123700,australia,1804.0,royal-hobart-hospital,hospital & health care,linkedin.com/company/royal-hobart-hospital,hobart,royal hobart hospital,tasmania,5001-10000,
124513,new zealand,1995.0,environz,environmental services,linkedin.com/company/environz,auckland,environz,auckland,501-1000,
124735,australia,,dsto,defense & space,linkedin.com/company/dsto,,dsto,,501-1000,
125078,australia,,orange-city-council,civic & social organization,linkedin.com/company/orange-city-council,,orange city council,,201-500,
126602,australia,2016.0,csiro'sdata61,research,linkedin.com/company/csiro'sdata61,sydney,csiro's data61,new south wales,501-1000,
127869,australia,,kleenmaid,retail,linkedin.com/company/kleenmaid,,kleenmaid,,1001-5000,
128608,new zealand,1985.0,divers-group-nz,information technology and services,linkedin.com/company/divers-group-nz,mangere,divers group,auckland,201-500,
129470,australia,,cgi-information-systems-and-management-consultants-australia-pty-ltd,information technology and services,linkedin.com/company/cgi-information-systems-and-management-consultants-australia-pty-ltd,north sydney,cgi information systems and management consultants (australia) pty ltd,new south wales,10001+,
131202,australia,2011.0,softwareone-australia,computer software,linkedin.com/company/softwareone-australia,,softwareone australia,,5001-10000,
133376,new zealand,,wedderburn-scales,mechanical or industrial engineering,linkedin.com/company/wedderburn-scales,auckland,wedderburn scales,auckland,201-500,
134014,australia,,centacare,non-profit organization management,linkedin.com/company/centacare,,centacare,,501-1000,
136049,australia,1891.0,north-sydney-council,government administration,linkedin.com/company/north-sydney-council,,north sydney council,,201-500,
136560,new zealand,,beresford-blake-thomas-ltd,human resources,linkedin.com/company/beresford-blake-thomas-ltd,,beresford blake thomas ltd,,501-1000,
136994,australia,1976.0,lx7-recruitment,religious institutions,linkedin.com/company/lx7-recruitment,,uniting church in south australia,,501-1000,
139714,australia,,revenuensw,government administration,linkedin.com/company/revenuensw,,revenue nsw,,1001-5000,
142607,australia,1922.0,bradken_2,mining & metals,linkedin.com/company/bradken_2,,bradken limited,,501-1000,
143396,australia,2016.0,baysidensw,government administration,linkedin.com/company/baysidensw,arncliffe,bayside council (nsw),new south wales,501-1000,
146172,australia,1867.0,cranbourne-turf-club,sports,linkedin.com/company/cranbourne-turf-club,cranbourne,cranbourne turf club,victoria,201-500,
148970,australia,,health-scope,hospital & health care,linkedin.com/company/health-scope,melbourne,health scope,victoria,501-1000,
150213,australia,2009.0,mandalay-resources-costerfield-operations-australia,mining & metals,linkedin.com/company/mandalay-resources-costerfield-operations-australia,costerfield,"mandalay resources costerfield operations, australia",victoria,201-500,
154027,australia,1872.0,trinity-college-the-university-of-melbourne,higher education,linkedin.com/company/trinity-college-the-university-of-melbourne,,"trinity college, the university of melbourne",,201-500,
159548,australia,,department-of-premier-and-cabinet-nsw-,government administration,linkedin.com/company/department-of-premier-and-cabinet-nsw-,,department of premier and cabinet (nsw),,501-1000,
162300,australia,,freemans-motor,insurance,linkedin.com/company/freemans-motor,,freemans motor,,201-500,
162972,australia,2006.0,campus-trading-global,fund-raising,linkedin.com/company/campus-trading-global,,campus trading global,,5001-10000,
164918,australia,1906.0,gilgandra-shire-council,government administration,linkedin.com/company/gilgandra-shire-council,gilgandra,gilgandra shire council,new south wales,201-500,
165518,australia,2017.0,bespokeinsurancegroup,insurance,linkedin.com/company/bespokeinsurancegroup,sydney,bespoke insurance group,new south wales,201-500,
165601,australia,,wollongong-city-council,government administration,linkedin.com/company/wollongong-city-council,wollongong,wollongong city council,new south wales,1001-5000,
169708,new zealand,1998.0,serato-inc-lp,computer software,linkedin.com/company/serato-inc-lp,auckland,serato,auckland,201-500,
170717,australia,1967.0,equifax---australia,financial services,linkedin.com/company/equifax---australia,,equifax - australia,,1001-5000,
171630,australia,1977.0,noni-b,retail,linkedin.com/company/noni-b,,noni b,,1001-5000,
174823,australia,,laureate-australia,higher education,linkedin.com/company/laureate-australia,,laureate australia,,1001-5000,
175512,australia,,dialahomedoctor,medical practice,linkedin.com/company/dialahomedoctor,brisbane,dial a home doctor australia,queensland,201-500,
176454,australia,,manly-council,government administration,linkedin.com/company/manly-council,,manly council,,1001-5000,
177625,australia,,jangho-curtain-wall-australia-pty-ltd,construction,linkedin.com/company/jangho-curtain-wall-australia-pty-ltd,,jangho curtain wall australia pty ltd,,1001-5000,
180476,australia,1965.0,bhp-billiton-minerals-pty-ltd.,mining & metals,linkedin.com/company/bhp-billiton-minerals-pty-ltd.,perth,bhp billiton minerals pty ltd.,western australia,1001-5000,
