,country,founded,id,industry,linkedin_url,locality,name,region,size,website
97187,united states,1944.0,mdandersoncancercenter,hospital & health care,linkedin.com/company/mdandersoncancercenter,houston,md anderson cancer center,texas,10001+,mdanderson.org
97515,united states,1990.0,sapientgov,information technology and services,linkedin.com/company/sapientgov,arlington,sapient government services,virginia,10001+,sapientgov.com
97974,united states,1985.0,genesis-healthcare,hospital & health care,linkedin.com/company/genesis-healthcare,kennett square,genesis healthcare,pennsylvania,10001+,genesishcc.com
98375,united states,,universal-studios,entertainment,linkedin.com/company/universal-studios,,universal studios,,10001+,universalstudios.com
99661,united states,,nbc-news,broadcast media,linkedin.com/company/nbc-news,new york,nbc news,new york,10001+,nbcnews.com
101381,united states,,united-states-marine-corps1,military,linkedin.com/company/united-states-marine-corps1,washington,united states marine corps,district of columbia,10001+,marines.mil
101732,united states,,george-weston-bakeries,food production,linkedin.com/company/george-weston-bakeries,,george weston bakeries,,10001+,gwbakeries.com
104985,united states,1968.0,calvin-klein,apparel & fashion,linkedin.com/company/calvin-klein,new york,calvin klein,new york,10001+,calvinklein.com
106027,united states,1927.0,cgm-gallagher-group-limited,management consulting,linkedin.com/company/cgm-gallagher-group-limited,rolling meadows,cgm gallagher group limited (now gallagher),illinois,10001+,cgmbrokers.com
106300,united states,1936.0,aramark-refreshment-services,food & beverages,linkedin.com/company/aramark-refreshment-services,,aramark refreshment services,,10001+,aramarkrefreshments.com
115842,united states,1948.0,manpowergroup,staffing and recruiting,linkedin.com/company/manpowergroup,milwaukee,manpowergroup,wisconsin,10001+,manpowergroup.com
117935,united states,1934.0,wright-line,information technology and services,linkedin.com/company/wright-line,worcester,eaton corporation,massachusetts,10001+,wrightline.com
118238,united states,2007.0,age-africa-private-limited,marketing and advertising,linkedin.com/company/age-africa-private-limited,san jose,age africa (private) limited,california,10001+,age-africa.com
118799,united states,2011.0,the-blu-summit-real-estate-group,real estate,linkedin.com/company/the-blu-summit-real-estate-group,san diego,the blu summit real estate group,california,10001+,tbsreg.com
120789,united states,,realty-world-first-global-realty,real estate,linkedin.com/company/realty-world-first-global-realty,coral springs,realty world first global realty,florida,10001+,firstglobalrealty.com
121012,united states,2015.0,red-rock-resorts-inc,recreational facilities and services,linkedin.com/company/red-rock-resorts-inc,las vegas,red rock resorts inc,nevada,10001+,redrockresorts.com
122249,united states,,thomson-course-technology,publishing,linkedin.com/company/thomson-course-technology,,thomson course technology,,10001+,studiorsvp.com
123072,united states,1850.0,american-express,financial services,linkedin.com/company/american-express,new york,american express,new york,10001+,americanexpress.com
123227,united states,1972.0,cdkglobal,computer software,linkedin.com/company/cdkglobal,hoffman estates,cdk global,illinois,10001+,cdkglobal.com
126194,united states,1883.0,the-university-of-texas-system,higher education,linkedin.com/company/the-university-of-texas-system,austin,the university of texas system,texas,10001+,utsystem.edu
126443,united states,1918.0,vericlaim-inc.,insurance,linkedin.com/company/vericlaim-inc.,memphis,"vericlaim, inc.",tennessee,10001+,vericlaiminc.com
128167,united states,,kaleida-health,hospital & health care,linkedin.com/company/kaleida-health,buffalo,kaleida health,new york,10001+,kaleidahealth.org
130352,united states,1985.0,daughter-of-israel-,non-profit organization management,linkedin.com/company/daughter-of-israel-,basking ridge,"daughter of israel,",new jersey,10001+,doigc.org
131972,united states,,itsmf-usa,information technology and services,linkedin.com/company/itsmf-usa,cypress,itsmf usa,texas,10001+,itsmfusa.org
134219,united states,1938.0,samsung-fashion-division,logistics and supply chain,linkedin.com/company/samsung-fashion-division,new york,samsung fashion division,new york,10001+,samsungfashioninfra.com
135684,united states,1924.0,harveys-supermarkets,supermarkets,linkedin.com/company/harveys-supermarkets,jacksonville,harveys supermarkets,florida,10001+,harveyssupermarkets.com
135878,united states,1994.0,geek-squad,information technology and services,linkedin.com/company/geek-squad,,geek squad,,10001+,geeksquad.com
136815,united states,1882.0,multicare-health-system,hospital & health care,linkedin.com/company/multicare-health-system,tacoma,multicare health system,washington,10001+,multicare.org
137713,united states,,albuquerque-public-schools,primary/secondary education,linkedin.com/company/albuquerque-public-schools,,albuquerque public schools,,10001+,aps.edu
142992,united states,,signature-healthcare,hospital & health care,linkedin.com/company/signature-healthcare,louisville,signature healthcare,kentucky,10001+,ltcrevolution.com
143371,united states,1998.0,argus-benefits,management consulting,linkedin.com/company/argus-benefits,rolling meadows,argus benefits,illinois,10001+,argusbenefits.com
143586,united states,,shop-best,marketing and advertising,linkedin.com/company/shop-best,,shop best,,10001+,shopbest.com
143716,united states,1972.0,scaffold-&-access-industry-association,construction,linkedin.com/company/scaffold-&-access-industry-association,kansas city,scaffold & access industry association,missouri,10001+,saiaonline.org
145581,united states,2015.0,highlyfe,entertainment,linkedin.com/company/highlyfe,los angeles,high lyfe by: snoop dogg & christine (lan16),california,10001+,thehighlyfegroup.com
150142,united states,1947.0,ibtx-risk-services,insurance,linkedin.com/company/ibtx-risk-services,san antonio,ibtx risk services,texas,10001+,ib-tx.com
150425,united states,1960.0,teledyne-technologies-incorporated,electrical/electronic manufacturing,linkedin.com/company/teledyne-technologies-incorporated,thousand oaks,teledyne technologies incorporated,california,10001+,teledyne.com
151535,united states,1848.0,unum,insurance,linkedin.com/company/unum,chattanooga,unum,tennessee,10001+,unum.com
152865,united states,,health-beauty-wealth,"health, wellness and fitness",linkedin.com/company/health-beauty-wealth,ocoee,"health, beauty & wealth",florida,10001+,myctfo.com
154524,united states,,carnival-corporation,"leisure, travel & tourism",linkedin.com/company/carnival-corporation,miami,carnival corporation,florida,10001+,carnivalcorp.com
155899,united states,1936.0,eexecutive-realty,real estate,linkedin.com/company/eexecutive-realty,austin,ricoh usa,texas,10001+,eexecutiverealty.com
158793,united states,1998.0,volvo-group-north-america-llc,management consulting,linkedin.com/company/volvo-group-north-america-llc,greensboro,volvo group north america llc,north carolina,10001+,volvogroup.us
163128,united states,1997.0,kinder-morgan,oil & energy,linkedin.com/company/kinder-morgan,houston,kinder morgan,texas,10001+,kindermorgan.com
164485,united states,1965.0,analog-devices,semiconductors,linkedin.com/company/analog-devices,norwood,analog devices,massachusetts,10001+,analog.com
166070,united states,1873.0,zions-bancorporation,banking,linkedin.com/company/zions-bancorporation,salt lake city,zions bancorporation,utah,10001+,zionsbancorporation.com
166759,united states,2016.0,tru-by-hilton,hospitality,linkedin.com/company/tru-by-hilton,mclean,tru by hilton,virginia,10001+,trubyhilton.com
168255,united states,,ufcw-local-555,non-profit organization management,linkedin.com/company/ufcw-local-555,tigard,ufcw local 555,oregon,10001+,ufcw555.com
169195,united states,1984.0,sinoex,apparel & fashion,linkedin.com/company/sinoex,,sinoex,california,10001+,sinoex.net
170408,united states,,ge-energy-connections,oil & energy,linkedin.com/company/ge-energy-connections,atlanta,ge energy connections,georgia,10001+,geenergyconnections.com
172780,united states,,sears-outlet-stores-llc,retail,linkedin.com/company/sears-outlet-stores-llc,hoffman estates,"sears outlet stores, llc",illinois,10001+,searsoutlet.com
176321,united states,,eocharlotte,professional training & coaching,linkedin.com/company/eocharlotte,charlotte,eo charlotte,north carolina,10001+,eocharlotte.org
176883,united states,1867.0,state-of-nebraska,government administration,linkedin.com/company/state-of-nebraska,lincoln,state of nebraska,nebraska,10001+,nebraska.gov
178976,united states,1989.0,mollen-immunization-clinics,"health, wellness and fitness",linkedin.com/company/mollen-immunization-clinics,scottsdale,mollen immunization clinics,arizona,10001+,mollenhealth.com
180611,united states,1858.0,fifth-third-bank,financial services,linkedin.com/company/fifth-third-bank,cincinnati,fifth third bank,ohio,10001+,53.com
184157,united states,1869.0,goldman-sachs,investment banking,linkedin.com/company/goldman-sachs,new york,goldman sachs,new york,10001+,goldmansachs.com
185782,united states,1974.0,tech-data,information technology and services,linkedin.com/company/tech-data,clearwater,tech data,florida,10001+,techdata.com
185999,united states,2018.0,advocate-aurora-health,hospital & health care,linkedin.com/company/advocate-aurora-health,milwaukee,advocate aurora health,wisconsin,10001+,advocateaurorahealth.org
186283,united states,1911.0,eaton,electrical/electronic manufacturing,linkedin.com/company/eaton,,eaton,ohio,10001+,eaton.com
186421,united states,2009.0,school-me,e-learning,linkedin.com/company/school-me,ithaca,school.me,new york,10001+,school.me
186644,united states,,timbar-packaging-and-display,packaging and containers,linkedin.com/company/timbar-packaging-and-display,new oxford,timbar packaging and display,pennsylvania,10001+,timbar.com
187333,united states,1985.0,arborchem-products,utilities,linkedin.com/company/arborchem-products,mechanicsburg,arborchem products,pennsylvania,10001+,arborchem.com
187393,united states,,carrier,"leisure, travel & tourism",linkedin.com/company/carrier,palm beach gardens,carrier,florida,10001+,carrier.co.uk
187530,united states,1949.0,c&w-facility-services-inc.,real estate,linkedin.com/company/c&w-facility-services-inc.,auburndale,c&w facility services inc.,massachusetts,10001+,uglservices-na.com
188465,united states,,material-handling-exchange,warehousing,linkedin.com/company/material-handling-exchange,indianapolis,material handling exchange,indiana,10001+,m-h-e.com
189348,united states,,massey-ferguson,farming,linkedin.com/company/massey-ferguson,duluth,massey ferguson,georgia,10001+,masseyfergusontractorbreakers.co.uk
192058,united states,1997.0,nes-rentals,construction,linkedin.com/company/nes-rentals,deerfield,nes rentals,illinois,10001+,nesrentals.com
193408,united states,,marshalls-stores,retail,linkedin.com/company/marshalls-stores,cascade,marshalls convenience stores,wisconsin,10001+,marshallsonline.com
194110,united states,2010.0,lotn-llc,computer hardware,linkedin.com/company/lotn-llc,sacramento,lotn llc,california,10001+,lotnllc.com
195383,united states,,smithfield-foodservice,food & beverages,linkedin.com/company/smithfield-foodservice,smithfield,smithfield foodservice,virginia,10001+,smithfieldculinary.com
198260,united states,1867.0,city-of-phoenix,government administration,linkedin.com/company/city-of-phoenix,phoenix,city of phoenix,arizona,10001+,phoenix.gov
198283,united states,2000.0,homesmart,real estate,linkedin.com/company/homesmart,scottsdale,homesmart international,arizona,10001+,homesmart.com
199109,united states,1987.0,us-transportation-command,military,linkedin.com/company/us-transportation-command,,us transportation command,illinois,10001+,transcom.mil
199314,united states,1994.0,earthlink-business,information technology and services,linkedin.com/company/earthlink-business,atlanta,earthlink,georgia,10001+,earthlinkbusiness.com
199597,united states,2018.0,google-stadia,computer games,linkedin.com/company/google-stadia,,google stadia,california,10001+,stadia.dev
200479,united states,1990.0,suningusa,retail,linkedin.com/company/suningusa,palo alto,suning usa,california,10001+,ussuning.com
204220,united states,,lamar-cisd,education management,linkedin.com/company/lamar-cisd,,lamar consolidated isd,,10001+,lcisd.org
204456,united states,1937.0,dart-container,packaging and containers,linkedin.com/company/dart-container,mason,dart container,michigan,10001+,dartcontainer.com
