name,industry,region,size,founded,linkedin_url,indeed_url,indeed_reviews,seek_url,seek_reviews,total_reviews,correct,scores,valid_urls
thorn group limited,financial services,,501-1000,1937.0,linkedin.com/company/thorn-group-limited,https://au.indeed.com/cmp/Thorn-Group/reviews,4,https://www.seek.com.au/companies/mnf-group-limited-813385/reviews,14,18,Incorrect,"[[0.65, 0, 0, 0.33, 0, 0], [0, 0, 0, 0, 0, 0.45]]","{'indeed': ['https://au.indeed.com/cmp/Thorn-Group/reviews', 'https://www.indeed.com/cmp/Thorn-Network/reviews'], 'seek': ['https://www.seek.com.au/companies/mnf-group-limited-813385/reviews']}"
stamford hotels & resorts,hospitality,,1001-5000,1995.0,linkedin.com/company/stamford-hotels-&-resorts,https://au.indeed.com/cmp/Stamford-Hotels-&-Resorts/reviews,2,https://www.seek.com.au/companies/stamford-hotels-n-resorts-434659/reviews,26,28,Correct,"[[0.82, 0, 0, 0, 0.42, 0], [0.8, 0, 0, 0, 0, 0.3]]","{'indeed': ['https://au.indeed.com/cmp/Stamford-Hotels-&-Resorts/reviews', 'https://au.indeed.com/cmp/Stamford-Plaza-Hotel/reviews'], 'seek': ['https://www.seek.com.au/companies/stamford-hotels-n-resorts-434659/reviews', 'https://www.seek.com.au/companies/stamford-plaza-brisbane-813234/reviews']}"
chargrill charlie's,hospitality,new south wales,501-1000,1989.0,linkedin.com/company/chargrill-charlie's,https://au.indeed.com/cmp/Charcoal-Chicken/reviews,27,,0,27,Incorrect,"[[0, 0, 0, 0.44, 0.31, 0], [0, 0, 0, 0.26, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Charcoal-Chicken/reviews', 'https://www.indeed.com/cmp/Charlies-Bar-and-Grill/reviews'], 'seek': ['https://www.seek.com.au/companies/c-restaurant-802791/reviews']}"
stramit,building materials,,1001-5000,1988.0,linkedin.com/company/stramit,https://au.indeed.com/cmp/Stramit/reviews,24,https://www.seek.com.au/companies/stramit-building-products-434215/reviews,46,70,Correct,"[[0.89, 0, 0, 0, 0, 0], [0.52, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Stramit/reviews'], 'seek': ['https://www.seek.com.au/companies/stramit-building-products-434215/reviews']}"
french connection australia,apparel & fashion,,501-1000,1972.0,linkedin.com/company/fc-australia-pty-ltd,https://au.indeed.com/cmp/French-Connection/reviews,20,https://www.seek.com.au/companies/french-connection-433147/reviews,41,61,Correct,"[[0.73, 0, 0, 0, 0, 0], [0.72, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/French-Connection/reviews'], 'seek': ['https://www.seek.com.au/companies/french-connection-433147/reviews']}"
"department of industry, innovation and science",government administration,act,1001-5000,,linkedin.com/company/department-of-industry,"https://au.indeed.com/cmp/Department-of-Industry,-Innovation-and-Science/reviews",3,,0,3,Incorrect,"[[0.85, 0, 0.55, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Department-of-Industry,-Innovation-and-Science/reviews', 'https://au.indeed.com/cmp/Department-of-Industry/reviews'], 'seek': []}"
ascott sales integration,pharmaceuticals,,501-1000,2000.0,linkedin.com/company/ascott-sales-integration,https://au.indeed.com/cmp/Ascott-Gardens/reviews,5,https://www.seek.com.au/companies/ascott-sales-integration-813338/reviews,15,20,Incorrect,"[[0, 0, 0.47, 0, 0, 0.16], [0, 0.8, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Ascott-Gardens/reviews', 'https://au.indeed.com/cmp/Mckenzie-Aged-Care-Group/reviews'], 'seek': ['https://www.seek.com.au/companies/ascott-sales-integration-813338/reviews']}"
infinity downline,marketing and advertising,,10001+,,linkedin.com/company/infinity-downline_2,https://www.indeed.com/cmp/Infinity-Downline/reviews,0,https://www.seek.com.au/companies/infinity-holidays-806519/reviews,8,8,Incorrect,"[[0.87, 0, 0.59, 0.27, 0.44, 0.17], [0, 0.6, 0, 0, 0, 0]]","{'indeed': ['https://www.indeed.com/cmp/Infinity-Downline/reviews', 'https://au.indeed.com/cmp/Infinity-Holidays/reviews', 'https://au.indeed.com/cmp/Concentrix/reviews', 'https://www.indeed.com/cmp/Infinity-3/reviews', 'https://au.indeed.com/cmp/Spotlight/reviews'], 'seek': ['https://www.seek.com.au/companies/infinity-holidays-806519/reviews']}"
varley group,mechanical or industrial engineering,,501-1000,1886.0,linkedin.com/company/varley-group,https://au.indeed.com/cmp/Varley-Group/reviews,5,https://www.seek.com.au/companies/varley-group-983705/reviews,4,9,Correct,"[[0, 0, 0.57, 0.66, 0, 0], [0.78, 0, 0, 0.42, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Varley/reviews', 'https://au.indeed.com/cmp/Varley-Group/reviews'], 'seek': ['https://www.seek.com.au/companies/varley-group-983705/reviews', 'https://www.seek.com.au/companies/varley-engineering-801849/reviews']}"
linfox,logistics and supply chain,victoria,10001+,1956.0,linkedin.com/company/linfox,https://au.indeed.com/cmp/Linfox/reviews,140,https://www.seek.com.au/companies/linfox-432404/reviews,340,480,Correct,"[[0.88, 0, 0, 0, 0, 0], [0.72, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Linfox/reviews'], 'seek': ['https://www.seek.com.au/companies/linfox-432404/reviews']}"
huon aquaculture group limited,food production,tasmania,501-1000,1987.0,linkedin.com/company/huon-aquaculture-group-limited,https://au.indeed.com/cmp/Huon-Aquaculture/reviews,9,https://www.seek.com.au/companies/huon-aquaculture-815178/reviews,32,41,Correct,"[[0.67, 0, 0, 0, 0, 0], [0, 0.62, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Huon-Aquaculture/reviews'], 'seek': ['https://www.seek.com.au/companies/huon-aquaculture-815178/reviews']}"
royal freemasons ltd,hospital & health care,victoria,1001-5000,1867.0,linkedin.com/company/royal-freemasons-ltd,https://au.indeed.com/cmp/Royal-Freemasons-Ltd/reviews,31,https://www.seek.com.au/companies/royal-freemasons-813610/reviews,46,77,Correct,"[[0.81, 0, 0, 0, 0, 0], [0.77, 0.59, 0, 0.22, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Royal-Freemasons-Ltd/reviews'], 'seek': ['https://www.seek.com.au/companies/royal-freemasons-813610/reviews', 'https://www.seek.com.au/companies/royal-freemasons-benevolent-institution-813873/reviews', 'https://www.seek.com.au/companies/blue-care-432544/reviews']}"
nsw business chamber,management consulting,,501-1000,1826.0,linkedin.com/company/nsw-business-chamber,https://au.indeed.com/cmp/Nsw-Business-Chamber/reviews,16,,0,16,Correct,"[[0.81, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Nsw-Business-Chamber/reviews'], 'seek': []}"
john hughes group,automotive,western australia,501-1000,1969.0,linkedin.com/company/johnhughesgroup,,0,https://www.seek.com.au/companies/john-hughes-group-434934/reviews,24,24,Unknown,"[[0, 0, 0, 0, 0, 0], [0.8, 0, 0, 0, 0, 0]]","{'indeed': [], 'seek': ['https://www.seek.com.au/companies/john-hughes-group-434934/reviews']}"
gte australia,staffing and recruiting,,1001-5000,1996.0,linkedin.com/company/gte-australia,https://au.indeed.com/cmp/Gte/reviews,6,,0,6,Unknown,"[[0.44, 0, 0.44, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Gte/reviews', 'https://au.indeed.com/cmp/Gte-Rail/reviews'], 'seek': []}"
toyota motor corporation australia,automotive,victoria,1001-5000,1963.0,linkedin.com/company/toyota-motor-corporation-australia,https://au.indeed.com/cmp/Toyota-Australia-Motor-Corporation-Australia/reviews,2,,0,2,Unknown,"[[0.44, 0.72, 0, 0, 0.23, 0.15], [0, 0.39, 0.4, 0.33, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Toyota/reviews', 'https://au.indeed.com/cmp/Toyota-Australia-Motor-Corporation-Australia/reviews', 'https://au.indeed.com/cmp/Southside-Toyota/reviews', 'https://au.indeed.com/cmp/Ken-Mills-Toyota/reviews'], 'seek': ['https://www.seek.com.au/companies/toyota-432686/reviews', 'https://www.seek.com.au/companies/toyota-financial-services-786348/reviews', 'https://www.seek.com.au/companies/toyota-dealership-786349/reviews']}"
me bank,banking,victoria,1001-5000,1999.0,linkedin.com/company/me-bank,https://au.indeed.com/cmp/Me-Bank/reviews,18,https://www.seek.com.au/companies/me-bank-433144/reviews,77,95,Unknown,"[[0.68, 0.38, 0, 0, 0, 0], [0.68, 0, 0, 0, 0, 0.32]]","{'indeed': ['https://au.indeed.com/cmp/Me-Bank/reviews', 'https://au.indeed.com/cmp/Bank-of-Queensland/reviews'], 'seek': ['https://www.seek.com.au/companies/me-bank-433144/reviews', 'https://www.seek.com.au/companies/qbank-834392/reviews']}"
green leaves early learning,education management,queensland,501-1000,2012.0,linkedin.com/company/green-leaves-early-learning-centres,https://au.indeed.com/cmp/Early-Learning-Centre/reviews,11,,0,11,Unknown,"[[0, 0, 0.49, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Early-Learning-Centre/reviews'], 'seek': []}"
acquire learning,education management,,501-1000,2011.0,linkedin.com/company/acquire-learning,,0,https://www.seek.com.au/companies/acquire-technology-solutions-861404/reviews,6,6,Unknown,"[[0, 0, 0, 0, 0, 0], [0.54, 0.41, 0.29, 0.21, 0.14, 0.15]]","{'indeed': [], 'seek': ['https://www.seek.com.au/companies/acquire-technology-solutions-861404/reviews', 'https://www.seek.com.au/companies/golden-circle-433858/reviews', 'https://www.seek.com.au/companies/concentrix-434129/reviews', 'https://www.seek.com.au/companies/edmund-rice-education-australia-805161/reviews', 'https://www.seek.com.au/companies/online-education-services-986010/reviews', 'https://www.seek.com.au/companies/autoguru-860987/reviews']}"
pinnacle people australia,staffing and recruiting,victoria,5001-10000,1991.0,linkedin.com/company/pinnacle-people-australia,https://au.indeed.com/cmp/Pinnacle-People/reviews,97,,0,97,Unknown,"[[0.7, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0.33]]","{'indeed': ['https://au.indeed.com/cmp/Pinnacle-People/reviews'], 'seek': ['https://www.seek.com.au/companies/pinnacle-rehab-813534/reviews']}"
latitude financial services,financial services,victoria,1001-5000,2015.0,linkedin.com/company/latitude-financial-services,https://au.indeed.com/cmp/Latitude-Financial-Services/reviews,16,https://www.seek.com.au/companies/latitude-financial-services-868249/reviews,58,74,Unknown,"[[0, 0, 0, 0.71, 0, 0], [0.86, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Latitude-Financial-Services/reviews'], 'seek': ['https://www.seek.com.au/companies/latitude-financial-services-868249/reviews']}"
prok,mining & metals,western australia,501-1000,1880.0,linkedin.com/company/prok-conveyor-components-pty-ltd,https://au.indeed.com/cmp/Probe-Group/reviews,94,,0,94,Unknown,"[[0.45, 0, 0.21, 0, 0, 0], [0, 0.3, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Probe-Group/reviews', 'https://www.indeed.com/cmp/Wakefield-Pork,-Inc./reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews']}"
bapcor limited,automotive,,1001-5000,1971.0,linkedin.com/company/bapcor,,0,https://www.seek.com.au/companies/bapcor-995173/reviews,14,14,Unknown,"[[0, 0, 0.2, 0, 0, 0], [0.58, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Auto-Parts-Group/reviews'], 'seek': ['https://www.seek.com.au/companies/bapcor-995173/reviews']}"
city of gold coast,government administration,queensland,1001-5000,1996.0,linkedin.com/company/city-of-gold-coast,https://au.indeed.com/cmp/City-of-Gold-Coast/reviews,13,https://www.seek.com.au/companies/city-of-gold-coast-436371/reviews,42,55,Unknown,"[[0.75, 0.46, 0, 0, 0, 0], [0, 0.48, 0.67, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/City-of-Gold-Coast/reviews', 'https://au.indeed.com/cmp/Gold-Coast-City-Council/reviews'], 'seek': ['https://www.seek.com.au/companies/gold-coast-city-council-432661/reviews', 'https://www.seek.com.au/companies/city-of-gold-coast-436371/reviews']}"
james frizelle's automotive group,automotive,queensland,501-1000,1985.0,linkedin.com/company/frizelle-sunshine-automotive,,0,https://www.seek.com.au/companies/frizelle-sunshine-automotive-813375/reviews,37,37,Unknown,"[[0, 0, 0, 0, 0], [0.67, 0, 0, 0, 0, 0]]","{'indeed': [], 'seek': ['https://www.seek.com.au/companies/frizelle-sunshine-automotive-813375/reviews']}"
university of adelaide,higher education,south australia,5001-10000,1847.0,linkedin.com/company/university-of-adelaide,https://au.indeed.com/cmp/The-University-of-Adelaide/reviews,56,https://www.seek.com.au/companies/the-university-of-adelaide-432611/reviews,78,134,Unknown,"[[0.81, 0, 0, 0, 0, 0], [0, 0.75, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/The-University-of-Adelaide/reviews'], 'seek': ['https://www.seek.com.au/companies/the-university-of-adelaide-432611/reviews']}"
oxford funding pty ltd,banking,victoria,1001-5000,,linkedin.com/company/oxford-funding-pty-ltd,"https://www.indeed.com/cmp/Oxford-Financial-Group,-Ltd./reviews",0,,0,0,Unknown,"[[0.55, 0, 0, 0, 0, 0], [0, 0.2, 0, 0, 0, 0]]","{'indeed': ['https://www.indeed.com/cmp/Oxford-Financial-Group,-Ltd./reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews']}"
pm group,automotive,victoria,501-1000,1912.0,linkedin.com/company/pm-automotive-group,https://www.indeed.com/cmp/PM-Group-1/reviews,0,https://www.seek.com.au/companies/pm-automotive-group-437237/reviews,19,19,Unknown,"[[0.58, 0, 0, 0, 0, 0], [0.56, 0, 0, 0, 0.18, 0]]","{'indeed': ['https://www.indeed.com/cmp/PM-Group-1/reviews'], 'seek': ['https://www.seek.com.au/companies/pm-automotive-group-437237/reviews', 'https://www.seek.com.au/companies/primo-moraitis-fresh-435793/reviews']}"
tna solutions pty ltd.,machinery,new south wales,501-1000,1982.0,linkedin.com/company/tna-packaging-solutions,https://www.indeed.com/cmp/Tna-Solutions/reviews,0,,0,0,Unknown,"[[0.68, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://www.indeed.com/cmp/Tna-Solutions/reviews'], 'seek': []}"
nutrano produce group,food & beverages,victoria,501-1000,2016.0,linkedin.com/company/nutrano-produce-group,https://au.indeed.com/cmp/Fresh-Produce-Group/reviews,3,https://www.seek.com.au/companies/fresh-produce-group-435963/reviews,5,8,Unknown,"[[0.66, 0, 0.43, 0.41, 0, 0], [0, 0, 0, 0.51, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Fresh-Produce-Group/reviews', 'https://au.indeed.com/cmp/Fresh-Produce-Group,-Brisbane-Markets/reviews', 'https://au.indeed.com/cmp/Fresh-Produce/reviews'], 'seek': ['https://www.seek.com.au/companies/fresh-produce-group-435963/reviews']}"
royal district nursing service,hospital & health care,,1001-5000,1894.0,linkedin.com/company/royal-district-nursing-service,https://au.indeed.com/cmp/Royal-District-Nursing-Service/reviews,10,,0,10,Unknown,"[[0.83, 0, 0.64, 0, 0.26, 0.19], [0.4, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Royal-District-Nursing-Service/reviews', 'https://au.indeed.com/cmp/Royal-District-Nursing/reviews', 'https://au.indeed.com/cmp/Bolton-Clarke/reviews', 'https://au.indeed.com/cmp/Blue-Care/reviews'], 'seek': ['https://www.seek.com.au/companies/rdns-433453/reviews']}"
rosie's,civic & social organization,,501-1000,1987.0,linkedin.com/company/rosies-org-au,https://au.indeed.com/cmp/Rosie's/reviews,3,,0,3,Unknown,"[[0, 0, 0.79, 0.4, 0.55, 0], [0, 0, 0, 0, 0.22, 0.14]]","{'indeed': [""https://au.indeed.com/cmp/Rosie's/reviews"", ""https://www.indeed.com/cmp/Rosie's-Gaming-Emporium/reviews"", 'https://www.indeed.com/cmp/Rosie/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews', 'https://www.seek.com.au/companies/santrev-957948/reviews']}"
dbm vircon,construction,queensland,501-1000,,linkedin.com/company/dbmvircon,,0,,0,0,Unknown,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': [], 'seek': []}"
link group (lnk),financial services,,5001-10000,,linkedin.com/company/link-group-lnk,https://au.indeed.com/cmp/Link-Group/reviews,42,https://www.seek.com.au/companies/link-group-435971/reviews,130,172,Unknown,"[[0.65, 0, 0, 0, 0, 0], [0, 0.61, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Link-Group/reviews'], 'seek': ['https://www.seek.com.au/companies/link-group-435971/reviews']}"
b-universe,telecommunications,,501-1000,2001.0,linkedin.com/company/b-universe,https://www.indeed.com/cmp/Solar-Universe/reviews,0,https://www.seek.com.au/companies/the-university-of-queensland-432368/reviews,171,171,Unknown,"[[0, 0.41, 0.65, 0, 0.4, 0], [0.39, 0.5, 0.48, 0.25, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/BAE-Systems/reviews', 'https://www.indeed.com/cmp/Solar-Universe/reviews', 'https://www.indeed.com/cmp/Universe-Corporation/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews', 'https://www.seek.com.au/companies/the-university-of-queensland-432368/reviews', 'https://www.seek.com.au/companies/universal-music-437381/reviews', 'https://www.seek.com.au/companies/uts-432656/reviews']}"
adelaide bank,banking,,1001-5000,1994.0,linkedin.com/company/adelaidebank,https://au.indeed.com/cmp/Bendigo-Bank/reviews,73,https://www.seek.com.au/companies/bendigo-n-adelaide-bank-432953/reviews,163,236,Unknown,"[[0, 0.5, 0.3, 0, 0, 0], [0.67, 0, 0.6, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Bendigo-Bank/reviews', 'https://au.indeed.com/cmp/Bank-of-Queensland/reviews'], 'seek': ['https://www.seek.com.au/companies/bendigo-n-adelaide-bank-432953/reviews', 'https://www.seek.com.au/companies/bendigoadelaide-bank-432953/reviews']}"
disability services australia (dsa),mental health care,,1001-5000,1956.0,linkedin.com/company/disability-services-australia,https://au.indeed.com/cmp/Disability-Services-Australia/reviews,48,https://www.seek.com.au/companies/disability-services-australia-434925/reviews,45,93,Unknown,"[[0.81, 0, 0, 0, 0, 0], [0, 0.77, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Disability-Services-Australia/reviews'], 'seek': ['https://www.seek.com.au/companies/disability-services-australia-434925/reviews']}"
taskwell australia,electrical/electronic manufacturing,,5001-10000,1996.0,linkedin.com/company/taskwell-australia,https://au.indeed.com/cmp/Easternwell/reviews,24,,0,24,Unknown,"[[0.38, 0.51, 0.36, 0, 0, 0], [0.35, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Qantac/reviews', 'https://au.indeed.com/cmp/Easternwell/reviews', 'https://au.indeed.com/cmp/Skills-Tech/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews']}"
amp capital,investment management,,1001-5000,,linkedin.com/company/amp-capital,https://au.indeed.com/cmp/Amp-Capital/reviews,6,https://www.seek.com.au/companies/amp-capital-investors-434485/reviews,20,26,Unknown,"[[0.8, 0.57, 0, 0, 0.26, 0], [0, 0.58, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Amp-Capital/reviews', 'https://au.indeed.com/cmp/Amp-Capital-Investors/reviews', 'https://au.indeed.com/cmp/Amp/reviews'], 'seek': ['https://www.seek.com.au/companies/amp-capital-investors-434485/reviews']}"
project and development services pty ltd,construction,queensland,501-1000,1993.0,linkedin.com/company/project-and-development-services-pty-ltd,https://au.indeed.com/cmp/Aestec-Services/reviews,39,,0,39,Unknown,"[[0, 0.45, 0, 0, 0, 0], [0, 0, 0.24, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Aestec-Services/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews']}"
